date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-01-09 10:22:42,rajeshsepia,,0,0,0,"Attending China India Youth Dialogue 2020 #indochina #youthdialogue #cyl #iip — at Chinese Embassy in India https://www.facebook.com/1267422109/posts/10220666273787902/",,,#indochina #youthdialogue #cyl #iip,1215217322597724161,https://twitter.com/rajeshsepia/status/1215217322597724161
2020-01-09 09:57:01,OIT_Moztrabalha,,0,0,3,"Funded by the Swedish Embassy and implemented by the ILO together with its social partners, MOZTRABLHA promotes ""decent work creation, sustainable economic transformation in @MZ, tripartism and effective social dialogue among its constituents for better wage negotiations. ",,@mz,,1215210860924297220,https://twitter.com/OIT_Moztrabalha/status/1215210860924297220
2020-01-09 00:49:37,reid_henry,,0,0,0,"Australia has diplomatic relations with Iran. Canada? No. C’mon @JustinTrudeau we managed a dialogue with Iran before @stephenharper killed it in 2012. Time to reopen our Tehran Embassy and help Canadians needing consular services now. Or just too afraid of USA reaction? #cdnpoli",,@JustinTrudeau @stephenharper,#cdnpoli,1215073102524108800,https://twitter.com/reid_henry/status/1215073102524108800
2020-01-08 00:59:06,TimThorson2,,0,0,0,"The entire structure of world affairs was upended by the seizure of the US Embassy by Iran in 1979. The sacrosanct nature of embassies and ambassadors makes dialogue between enemies possible and wars less likely. The entire mid east has subsequently slipped back into barbarism.",,,,1214713102354305024,https://twitter.com/TimThorson2/status/1214713102354305024
2020-01-07 10:41:28,AmchamIndia,,0,1,2,"U.S. Government 2+2 Dialogue Debriefing for @AmchamIndia members by Mr. Robert Garverick, Minister Counselor Economic Affairs @StateDept and RDML Eileen Laubacher, Defense Attache, US Embassy @USAndIndia #USIndia #PartnersInDefense #USIndiaDosti",,@AmchamIndia @StateDept @USAndIndia,#USIndia #PartnersInDefense #USIndiaDosti,1214497271103885312,https://twitter.com/AmchamIndia/status/1214497271103885312
2020-01-07 03:09:38,lulex,,0,1,4,"I called my MP today to state I don't support a war against Iran. That dialogue is a better way and that we should work to reopening the Canadian Iranian Embassy again to help people who need the services. ",,,,1214383562918682624,https://twitter.com/lulex/status/1214383562918682624
2020-01-06 20:55:14,fawadsher,,0,3,29,"Deeply honoured to receive Ambassador Aizaz Ahmad at the Embassy. He is in Tehran to attend Tehran Dialogue Forum (TDF) as the key note speaker. ",,,,1214289342576893959,https://twitter.com/fawadsher/status/1214289342576893959
2020-01-06 12:08:00,BasitMagray4,nazimzaidi110,1,0,1,"Switzerland serves as protecting power for the United States. This site is aimed at enhancing outreach and dialogue between the American and Iranian people.All rights are reserved (launched by Virtual Embassy )by Iran &amp; USA as far as Dialogue btw US and Iron is concern",,,,1214156661134438400,https://twitter.com/BasitMagray4/status/1214156661134438400
2020-01-06 02:50:51,CherylWidmer1,MrTisin1,1,0,1,"1)facts matter 2)Iran abided by nuclear deal 3)Iraqis attacked the embassy 4)General, while many evil deeds, an evil person, was working on a dialogue for peace when assassinated 5) open your eyes and mind to the facts 6)Trump only cares about himself 7) war is NEVER the answer",,,,1214016447502045186,https://twitter.com/CherylWidmer1/status/1214016447502045186
2020-01-05 23:57:05,retiredtennis,,0,0,0,"Cultural sites as a target. Now, whatever Iranian that still sided with the US, is now all in with hate chanters. We knew that he was going to act irrationally at some point. The attack on the Embassy triggered that impulse. From dialogue to War. God help the USA.",,,,1213972721123635200,https://twitter.com/retiredtennis/status/1213972721123635200
2020-01-05 22:53:49,Mikeknightsiraq,,2,1,2,"Today's vote had to happen, just like the brief picketing of the embassy had to happen, and just like aim-to-miss rocketing has to happen. But it is not the will of the country. That's why many Iraqis will be working to open a new, mutually-respectful dialogue with the coalition.",,,,1213956797935030273,https://twitter.com/Mikeknightsiraq/status/1213956797935030273
2020-01-05 21:52:29,antipodeane,antipodeane,0,0,0,"Could NZ, having good relations with all concerned, provide a diplomatic channel for constructive dialogue? Including inter-embassy conversations in Wellington, @VicUniWgtn assisted? @POTUS @StateDept @Rouhani_ir @usembassynz @IranembassyNZ @SimonJTDraper @ReubenSteff",,@VicUniWgtn @POTUS @StateDept @Rouhani_ir @usembassynz @SimonJTDraper @ReubenSteff,,1213941360807436289,https://twitter.com/antipodeane/status/1213941360807436289
2020-01-05 17:05:24,yccousar,,0,0,0,"Soleimani was invited to Baghdad by PM Mahdi. It had nothing to do with our Embassy. It was to relay Iran's response to a Saudi request for dialogue.",,,,1213869117469581312,https://twitter.com/yccousar/status/1213869117469581312
2020-01-05 16:36:15,VanessaGorman9,JoyceWhiteVance,0,0,0,"Mahdi also revealed that Soleimani was in Baghdad at the time of his killing to meet with him and relay Iran's response to a Saudi request for dialogue. Mahdi noted that he had personally worked to defuse the protests outside the U.S. embassy in Baghdad earlier in the week.",,,,1213861781124157440,https://twitter.com/VanessaGorman9/status/1213861781124157440
2020-01-05 15:36:47,mamachell,876_louis,1,0,2,"Iran said that or other ppl point it out? Last I heard Iran told Swiss embassy that dem nuh inna no dialogue and raise di red flag.",,,,1213846815348531206,https://twitter.com/mamachell/status/1213846815348531206
2020-01-05 08:13:15,ChrisGoEco,,0,1,4,"If #Iran or any other rouge state, was to attack a UK embassy- what would the response of @jessphillips @Keir_Starmer @lisanandy be? I hear soundbites like “de-escalate, show restraint, dialogue, negotiate” But what would they actually do? Allow an attack to go unpunished?",,@jessphillips @Keir_Starmer @lisanandy,#Iran,1213735195880411136,https://twitter.com/ChrisGoEco/status/1213735195880411136
2020-01-04 17:43:01,ajzeigler,,5,8,64,"Twitter, as well as our national dialogue, is awash in poor analogies. Wasps are a nuisance; they don’t torture &amp; kill people. They don’t strategize &amp; plan embassy attacks.",,,,1213516192985563138,https://twitter.com/ajzeigler/status/1213516192985563138
2020-01-04 13:55:15,ariel_ahram,,0,0,3,"Good luck with that. U.S.-Libya Security Dialogue Working Group to Dismantle Militias | U.S. Embassy in Libya ",,,,1213458874663145473,https://twitter.com/ariel_ahram/status/1213458874663145473
2020-01-04 12:20:50,charlaynek,NBCNews,0,0,0,"Attacking the embassy... Is that the great dialogue?",,,,1213435113457037312,https://twitter.com/charlaynek/status/1213435113457037312
2020-01-04 10:25:03,kasemforgane,,0,0,0,"U.S.-Libya Security Dialogue Working Group to Dismantle Militias | U.S. Embassy in Libya https://ly.usembassy.gov/u-s-libya-security-dialogue-working-group-to-dismantle-militias/#.XhBn-mcRMbs.twitter",,,,1213405977321578496,https://twitter.com/kasemforgane/status/1213405977321578496
2020-01-04 09:36:20,bari_shinbaro,,1,0,1,"U.S.-Libya Security Dialogue Working Group to Dismantle Militias | U.S. Embassy in Libya https://ly.usembassy.gov/u-s-libya-security-dialogue-working-group-to-dismantle-militias/#.XhBciIxfKkU.twitter",,,,1213393717756907522,https://twitter.com/bari_shinbaro/status/1213393717756907522
2020-01-04 08:20:40,albaraa75,,0,0,0,"U.S.-Libya Security Dialogue Working Group to Dismantle Militias | U.S. Embassy in Libya https://ly.usembassy.gov/u-s-libya-security-dialogue-working-group-to-dismantle-militias/",,,,1213374674165534720,https://twitter.com/albaraa75/status/1213374674165534720
2020-01-04 05:54:21,NickZerwas,NBCNews,1,0,3,"I’m sorry this is happening to you... What form of “dialogue” were using when you attacked our embassy? #tcnt",,,#tcnt,1213337852454621184,https://twitter.com/NickZerwas/status/1213337852454621184
2020-01-04 05:43:27,EnoughUp,NBCNews,1,1,16,"So attacking our embassy is a form of dialogue? Who knew?",,,,1213335111376261121,https://twitter.com/EnoughUp/status/1213335111376261121
2020-01-04 05:41:34,CramRenraff,NBCNews,1,1,1,"Attacking a U.S. embassy (the second time no less) is an ""illegal act of agression"" and it is clear Iran ""does not believe in dialogue.""",,,,1213334636530585602,https://twitter.com/CramRenraff/status/1213334636530585602
2020-01-04 04:57:35,KatCoken123,Klaw54566601,1,0,0,"They could have handled it peacefully. With dialogue. Things always go better that way. I really hope other world leaders are watching this and listening. Trump is not going to take shit from anyone. They attacked our embassy with the intent to cause great harm.",,,,1213323566005002240,https://twitter.com/KatCoken123/status/1213323566005002240
2020-01-03 23:45:54,NewsLibyana,,0,0,0,"U.S.-Libya Security Dialogue Working Group to Dismantle Militias | U.S. Embassy in Libya ",,,,1213245129797984261,https://twitter.com/NewsLibyana/status/1213245129797984261
2020-01-03 21:39:08,HazemKSOURI4,,0,0,0,"U.S.-Libya Security Dialogue Working Group to Dismantle Militias | U.S. Embassy in Libya https://ly.usembassy.gov/u-s-libya-security-dialogue-working-group-to-dismantle-militias/",,,,1213213226386821120,https://twitter.com/HazemKSOURI4/status/1213213226386821120
2020-01-03 19:37:32,corcoran4rw,MettlesomeTeri,0,0,1,"Iran attacked the U.S. embassy. Iran refused dialogue with trump. Trump wanted dialogue long ago. You're clearly a robot",,,,1213182623977226242,https://twitter.com/corcoran4rw/status/1213182623977226242
2020-01-03 18:17:31,KhanterWinters,82ndABNDiv,0,2,1,"I have a honest question. Why US is bombing a country where they hold an embassy? In international law bombing and having military incursion means that there is no dialogue so no embassy.",,,,1213162489329795072,https://twitter.com/KhanterWinters/status/1213162489329795072
2020-01-03 17:54:07,CakajGent,,16,86,214,"The violent attack on the Embassy of Montenegro in Belgrade is absolutely unacceptable. A diplomatic mission should not be subject to vandalism. Different views must be addressed through dialogue. There shall be no space for violence in democratic societies.",,,,1213156601508569089,https://twitter.com/CakajGent/status/1213156601508569089
2020-01-03 10:45:35,Riquelme1010,yinkanubi,1,1,2,"Only a weak nation will see her embassy attacked,&amp; have intelligence about those who attacked the embassy and still do nothing or is waiting to capture the attackers or are looking to dialogue on the matter. A strong nation will not dialogue on the matter &amp; Iraq asked US on this",,,,1213048754380660737,https://twitter.com/Riquelme1010/status/1213048754380660737
2020-01-03 10:01:39,USAmbMNE,,211,72,262,"Shocked at the image of the desecrated #Montenegro flag at the country’s Belgrade Embassy. Attack on a diplomatic mission is absolutely unacceptable. Difference of opinions must be resolved through dialogue, not violence or acts of vandalism.",,,#Montenegro,1213037698329563138,https://twitter.com/USAmbMNE/status/1213037698329563138
2020-01-03 06:56:31,JanieHsieh,,1,0,2,"Don't forget our President extended many opportunities for dialogue and peace to the Iranian regime. They responded by attacking our embassy, enabled by their Dem friends promising them a change of leadership that would be more accommodating to their deadly goals for the region.",,,,1212991110781509632,https://twitter.com/JanieHsieh/status/1212991110781509632
2020-01-03 05:45:08,AbrahamsLineage,HuffPost,0,0,0,"Iranian proxies ATTACKED our US embassy, they THREATENED American lives, Qasem murdered hundreds of our troops and allies and has more attacks planned, and these snowflakes want us to open dialogue with these Iranian fools who chant Death to America...",,,,1212973146510282752,https://twitter.com/AbrahamsLineage/status/1212973146510282752
2020-01-03 04:14:37,AussieOracle,RATl0,7,3,57,"Sure, tit for tat. But make no mistake, they shouldve used dialogue and not excessive force which has lead to god knows how many deaths (civilians included). Also, incase you didnt realise, the storming of the embassy was because of an airstrike which killed hundreds the prev day",,,,1212950367693991936,https://twitter.com/AussieOracle/status/1212950367693991936
2020-01-02 17:17:14,MarcelynJandre1,mountains_,0,0,1,"What is your reason to call Trump “gutless, lying fraud”? Where do you get this stuff ? Trump forced European countries to pay their fair share for NATO; President Trump sent Marines to defend US Embassy in Baghdad; had dialogue with Russia &amp; Korean leaders. Wake up ",,,,1212784928275992576,https://twitter.com/MarcelynJandre1/status/1212784928275992576
2020-01-02 11:27:28,ms25jh40,realDonaldTrump,0,0,0,"realDonaldTrump: The President is right in his statements on the attack on the Embassy and the outcome that followed with no fatalities! Lessons learned and procedures acted on. IRAN insticated the attack in IRAQ dialogue and silence proved it -WELL DONE? ",,,,1212696910676549634,https://twitter.com/ms25jh40/status/1212696910676549634
2020-01-02 04:25:56,raygibbs1,,0,0,0,"Violent protests erupt around U.S. Embassy in Baghdad https://www.reuters.com/news/picture/violent-protests-erupt-around-us-embassy-idUSRTS2WOL9/1470633727 via @Reuters w/o meaningful acts/dialogue",,@Reuters,,1212590824770408448,https://twitter.com/raygibbs1/status/1212590824770408448
2020-01-01 13:52:32,ttiaat,ttiaat,0,0,1,".if the US embassy were a channel of dialogue and allowed to do their job this mess would not have occurred. @SecPompeo",,@SecPompeo,,1212371029420597248,https://twitter.com/ttiaat/status/1212371029420597248
2019-12-31 12:28:44,IndianDiplomacy,,1,7,18,"#Flashback 6th edition of Indian Ocean Dialogue In December,delegates from over 30 countries assembled under the aegis of premier track 1.5 forum of Indian Ocean Rim Association &amp; deliberated on 'Indo-Pacific: Re-imagining the Indian Ocean through an expanded geography' ",,,#Flashback,1211987553215275009,https://twitter.com/IndianDiplomacy/status/1211987553215275009
2019-12-31 11:29:55,IndianDiplomacy,,3,10,26,"#Flashback - Deepening a global partnership. In December, EAM @DrSJaishankar alongwith Defence Minister @rajnathsingh &amp; their US counterparts @SecPompeo &amp; Sec @EsperDoD participated in the 2nd Annual India-US Ministerial + dialogue in Washington DC ",,@DrSJaishankar @rajnathsingh @SecPompeo @EsperDoD,#Flashback,1211972751361282048,https://twitter.com/IndianDiplomacy/status/1211972751361282048
2019-12-31 09:19:55,IndianDiplomacy,,1,5,24,"#Flashback December began with State Visit of Their Majesties King Carl XVI Gustaf and Queen Silvia of Sweden. PM @narendramodi &amp; HM King Gustaf chaired the - High-Level Policy Dialogue on Innovation Policy, adding greater momentum to exchanges at the highest-level. ",,@narendramodi,#Flashback,1211940032635899905,https://twitter.com/IndianDiplomacy/status/1211940032635899905
2019-12-28 11:24:23,holyseeofcilici,,0,1,5,"@CatholicosAramI received the visit of Dr. Abbas Khamayar, who is in charge of #cultural activities if the Iranian #embassy in #Lebanon. The agenda of the meeting included mainly issues related to inter-religious dialogue. ",,@CatholicosAramI,#cultural #embassy #Lebanon,1210884194722811904,https://twitter.com/holyseeofcilici/status/1210884194722811904
2019-12-25 18:23:29,AntonSamoylenk1,ukinrussia,0,1,2,"Dear Ambassador, I’m a deputy chairman of Westminster Russia Forum which is developing UK-Russia relations on a very high level. I’m keen on to help British Embassy to build constructive dialogue between two countries. My experience is 10 years in international communications.",,,,1209902500519788544,https://twitter.com/AntonSamoylenk1/status/1209902500519788544
2019-12-24 12:16:59,agencijafena,,0,0,0,"US Embassy in BiH stresses the necessity for professional and civilized dialogue | FENA ",,,,1209447881138200578,https://twitter.com/agencijafena/status/1209447881138200578
2019-12-23 16:53:09,MhofuGoeb,MuzaElton,0,0,1,"She is airing her views wani. If she wants dialogue she knows what to do otherwise ngaende ku embassy.",,,,1209154992508194816,https://twitter.com/MhofuGoeb/status/1209154992508194816
2019-12-23 12:11:35,NayanimaBasu,,0,0,1,"“We are not interfering, this is a domestic matter. But if there are issues it should be resolved by dialogue and the situation should be de-escalated,” Roman Babushkin, Deputy Chief of Mission, Russian Embassy said today in the context of the #CAAProtests. #CAA_NRC #NRC_CAA",,,#CAAProtests #CAA_NRC #NRC_CAA,1209084133864964096,https://twitter.com/NayanimaBasu/status/1209084133864964096
2019-12-23 04:16:21,MhofuGoeb,advocatemahere,1,0,1,"Hello @advocatemahere why not just hold your own idea of a dialogue at the USA embassy?",,@advocatemahere,,1208964534695813120,https://twitter.com/MhofuGoeb/status/1208964534695813120
2019-12-20 20:32:00,elhusseinien,,0,0,0,"Renounce of hate speech is a priority #Dr_Mohamad_Ali_ElHusseini participates in the Islamic-Christian dialogue meeting in Beirut ""acquaintance and recognition"" At the invitation of the Embassy of the United... https://www.facebook.com/100014822115630/posts/751430248694372/",,,#Dr_Mohamad_Ali_ElHusseini,1208122901913907201,https://twitter.com/elhusseinien/status/1208122901913907201
2019-12-20 12:27:59,IntLaw_Ziegler,,0,0,0,"Security incident at the Swiss embassy in Colombo: Federal Councillor Ignazio Cassis calls Sri Lankan foreign minister and sends diplomats to maintain dialogue ",,,,1208001096289005569,https://twitter.com/IntLaw_Ziegler/status/1208001096289005569
2019-12-20 08:34:25,anand_csekhar,SwissAmbLKA,0,0,0,"Swiss want Sri Lankan embassy staffer to be kept in hospital instead of pretrial detention. Sends top diplomat Jörg Frieden to maintain dialogue. ",,,,1207942316448796672,https://twitter.com/anand_csekhar/status/1207942316448796672
2019-12-19 09:08:29,balkans_fund,,0,3,20," Western Balkans Fund &amp; Embassy of Japan signed an agreement to continue to support #RegionalCooperation and promote dialogue among Civil Society sector around the #WesternBalkans as a tool for reconciliation processes. #agreement #reconciliation #cooperation #support",,,#RegionalCooperation #WesternBalkans #agreement #reconciliation #cooperation #support,1207588502424236032,https://twitter.com/balkans_fund/status/1207588502424236032
2019-12-19 04:37:15,TmarianG,,0,0,0,"(ICN) through readiness to reconciliation, mutual respect, the will to dialogue, love"". The event, organized by the Embassy of the State of Palestine to the Holy See, took place in the Conference Room of the Vatican Museums",,,,1207520244706746369,https://twitter.com/TmarianG/status/1207520244706746369
2019-12-18 09:35:04,alwasatengnews,,0,1,1,"American Embassy in #Libya brings together GNA and LNA representatives for economic dialogue held in #Tunisia http://en.alwasat.ly/news/economy/267340",,,#Libya #Tunisia,1207232804859367424,https://twitter.com/alwasatengnews/status/1207232804859367424
2019-12-18 07:47:32,AfghanistanInIN,,0,1,29,"Charge’ de’ Affaires of the Embassy, @tahirqadiry today received @juulihiio Deputy Chief of Mission of Estonian Embassy in Delhi and discussed the participation of the two countries in the upcoming Raisina Dialogue and other issues of mutual interest. ",,@tahirqadiry @juulihiio,,1207205742425427968,https://twitter.com/AfghanistanInIN/status/1207205742425427968
2019-12-17 18:32:17,USAEmbassyLibya,,1,3,20,"AmCham Libya and the U.S. Embassy co-hosted a reception for U.S. companies active in Libya and Libyan government leaders following the conclusion of the U.S.-Libya Economic Dialogue on December 16 in Tunis. #Libya Link: https://www.facebook.com/usembassytripoli/posts/2830353460361040",,,#Libya,1207005611256365059,https://twitter.com/USAEmbassyLibya/status/1207005611256365059
2019-12-17 12:03:42,Hussein999Abaza,,0,0,0,"The 10th U.S.-Libya Economic Dialogue | U.S. Embassy in Libya ",,,,1206907820362420226,https://twitter.com/Hussein999Abaza/status/1206907820362420226
2019-12-17 10:57:15,LibyanIntegrity,USAEmbassyLibya,2,11,20,"The US Embassy confirms that there is no genuine govt/parliament in east #Libya &amp; that USA recognizes that its dealings are with #Haftar’s armed militias ‘LNA’. So the question is is it normal &amp; acceptable for representatives of armed militias to be part of an economic dialogue? ",,,#Libya #Haftar,1206891099182292992,https://twitter.com/LibyanIntegrity/status/1206891099182292992
2019-12-16 21:58:28,fitsumaregaa,,6,2,37,"Pleased to host at the Embassy #Ethiopian SNNPRS delegation &amp; Ethiopians in Washington DC area. The delegation-community dialogue was robust, civil &amp; conducted in spirit of Medemer. We hope to continue the dialogue and exchange of ideas in other forums here &amp; in #Ethiopia.",,,#Ethiopian #Ethiopia,1206695111926714368,https://twitter.com/fitsumaregaa/status/1206695111926714368
2019-12-16 10:25:01,AustraliaLatam,,0,3,13,"This week we’re launching the outcomes report from the Buenos Aires Meeting AND our new website! We’ll be sharing details over the coming days. . Until then, thanks again to the amazing delegates, steering committee and embassy team that brought the inaugural dialogue to life! ",,,,1206520598467235840,https://twitter.com/AustraliaLatam/status/1206520598467235840
2019-12-14 14:16:16,mmanulak,,1,0,10,"Delighted to have participated yesterday in the @GAC_Corporate, @usembassyottawa, and Korean embassy dialogue on denuclearization in North Korea. Lots of valuable insights into solving one of the world's most important security challenges. ",,@GAC_Corporate @usembassyottawa,,1205854017227767808,https://twitter.com/mmanulak/status/1205854017227767808
2019-12-14 07:18:58,TheInnovFEUTECH,,0,1,3,"#HappeningNow #IgniteMNL2019 #YSEALI Panelists, Oliver Chapman from Asian Development Bank, Sophie Mcphate from the Australian Embassy in the Philippines and Nina Lewis from the US Embassy in the Philippines having an engaging dialogue at the Auditorium stage. ",,,#HappeningNow #IgniteMNL2019 #YSEALI,1205749002416771074,https://twitter.com/TheInnovFEUTECH/status/1205749002416771074
2019-12-13 16:38:40,RussianInsight,,0,0,0,"US to bolster dialogue with Russia after new envoy's arrival in Moscow, embassy says ",,,,1205527468687470594,https://twitter.com/RussianInsight/status/1205527468687470594
2019-12-13 14:51:38,AndyVermaut,,0,0,0,"US to bolster dialogue with Russia after new envoy’s arrival in Moscow, embassy says https://tass.com/world/1099269?utm_source=dlvr.it&amp;utm_medium=twitter",,,,1205500530304241664,https://twitter.com/AndyVermaut/status/1205500530304241664
2019-12-13 04:12:00,vigan_cps,,0,0,0,"Mr. Ben Barry a Political Sec. Chief of Internal Political Unit, United States (US) Embassy, visited this station, initiated dialogue to PLTCOL FIDEL DG JUNIO, COP re update on drugs, political issues, and insurgency situation in the area. @pro1officialtw @pnpdpcr @isurppo",,@pro1officialtw @pnpdpcr @isurppo,,1205339562442027010,https://twitter.com/vigan_cps/status/1205339562442027010
2019-12-12 13:19:02,MoCSTmv,,1,8,18,"Dialogue on Cyber Technology cooperation between Maldives and USA was held today at the American Embassy in Colombo, Sri Lanka. Hussain Mohamed, IT Manager at @NCITmv, lead the Maldivian delegation at this dialogue. ",,@ncitmv,,1205114840760475650,https://twitter.com/MoCSTmv/status/1205114840760475650
2019-12-12 13:01:11,JapaninCanada,,0,2,4,"Don’t forget to come tonight to see “The Night I Swam”, an endearing #Japanesefilm about a boy who goes on a journey through the snow. Screening today at 6:30PM at the Embassy of Japan. Admission FREE! No dialogue. #MyOttawa",,,#Japanesefilm #MyOttawa,1205110348971413504,https://twitter.com/JapaninCanada/status/1205110348971413504
2019-12-11 19:57:18,diplomatic_the,,1,1,1,"The initiative is to target the underprivileged layers of society, inorder to establish a dialogue with Diplomatic and International Children living in SA. The Embassy of Ukraine believe such intercultural exchange will help all the children @DIRCO_ZA @UbuntuRadioZA",,@DIRCO_ZA @UbuntuRadioZA,,1204852677458432007,https://twitter.com/diplomatic_the/status/1204852677458432007
2019-12-11 19:05:19,sabine_youssef,MiddleEastMnt,0,0,0,"If their intentions are true in ending the war, they should protest at the Iranian embassy in Madrid. Iran so far, has obstructed all attempts to end the war peacefully, Saudi Arabia has reduced its bombing by 80% to allow for dialogue while Houthis have increased their attacks.",,,,1204839597756338177,https://twitter.com/sabine_youssef/status/1204839597756338177
2019-12-11 10:40:48,MartaPitino,,1,0,6,"So grateful to have had the opportunity to attend the Oslo Peace Days 2019, to be part of such a vibrant group striving for dialogue - as well as for the speechless views of Oslo and for leaving my signature at the Swedish Embassy so that maybe one day I’ll sign it again ",,,,1204712632407732224,https://twitter.com/MartaPitino/status/1204712632407732224
2019-12-10 16:41:40,AurelieEsq,,0,1,4,"The US Embassy in #Haiti’s support of @moisejovenel prevents dialogue and and empowers the corrupt administration. - @emmadouyon #HaitiHearing",,@moisejovenel @emmadouyon,#Haiti #HaitiHearing,1204441059272642560,https://twitter.com/AurelieEsq/status/1204441059272642560
